user_id,campaign_id,click_time,ad_impressions,ad_clicks,ad_spend,engagement_duration
467,16,2023-02-12,87,5,4.97,28
416,89,2023-08-08,88,4,11.92,66
171,4,2023-03-11,87,3,3.9,6
478,1,2023-01-21,93,4,10.17,103
22,20,2023-06-07,111,7,12.84,54
191,82,2023-04-28,88,6,14.42,99
301,83,2023-04-29,79,4,5.1,7
38,31,2023-03-09,89,7,4.94,5
330,15,2023-06-16,91,6,4.07,30
445,41,2023-02-05,85,2,4.0,2
107,1,2023-06-15,108,6,15.38,20
175,62,2023-01-18,93,9,18.03,44
268,27,2023-11-21,119,13,11.69,50
325,55,2023-10-12,91,3,3.17,3
378,24,2023-12-16,95,7,7.36,18
52,37,2023-06-05,115,8,12.23,6
146,67,2023-09-26,85,6,16.5,10
316,50,2023-07-17,95,6,7.14,19
301,80,2023-09-09,118,2,1.04,15
74,64,2023-12-20,101,3,8.04,22
480,29,2023-08-05,114,4,3.52,53
230,82,2023-08-14,89,3,7.29,33
369,38,2023-11-26,110,12,8.07,121
212,20,2023-01-04,98,3,1.75,5
67,47,2023-09-21,89,2,1.69,20
379,91,2023-03-27,117,7,16.99,63
471,48,2023-05-28,105,3,3.28,27
108,9,2023-09-27,106,2,2.33,13
112,23,2023-12-29,100,4,8.07,67
279,14,2023-03-10,115,5,6.62,17
98,9,2023-03-06,103,7,11.81,169
103,78,2023-03-15,106,6,17.58,16
450,83,2023-01-04,98,5,6.92,31
321,40,2023-11-16,103,4,5.96,1
48,8,2023-07-13,121,4,8.47,25
379,2,2023-02-16,107,8,14.88,23
267,32,2023-08-01,110,8,14.78,92
135,63,2023-03-23,106,5,14.45,14
105,92,2023-10-11,100,4,4.91,29
238,45,2023-01-13,87,5,9.24,6
273,22,2023-08-30,109,5,7.36,7
207,67,2023-12-28,108,4,9.94,42
45,86,2023-08-22,80,6,17.87,8
91,24,2023-06-29,96,2,3.62,7
246,60,2023-06-14,103,8,9.4,41
134,96,2023-07-05,100,3,8.67,12
288,81,2023-05-17,103,2,4.57,1
248,18,2023-07-14,107,7,15.42,17
80,74,2023-01-17,96,8,6.37,25
167,19,2023-11-13,102,6,17.87,27
47,66,2023-12-09,99,2,2.14,8
380,59,2023-07-15,109,7,13.68,22
461,85,2023-10-11,102,2,3.63,1
124,94,2023-02-22,101,8,22.99,156
201,7,2023-10-09,104,3,6.62,40
445,24,2023-08-14,101,5,11.34,36
492,16,2023-11-27,101,8,19.47,12
241,23,2023-02-02,110,4,10.63,41
235,88,2023-04-21,97,3,8.32,34
102,57,2023-04-22,99,4,10.97,7
475,73,2023-12-02,100,3,3.4,6
299,24,2023-01-15,105,5,4.16,14
167,24,2023-03-30,87,5,14.45,45
80,74,2023-10-18,109,8,19.06,39
466,79,2023-04-20,96,4,11.25,17
380,53,2023-03-29,90,4,11.31,3
490,13,2023-08-07,106,11,21.04,112
410,42,2023-12-03,95,4,4.03,17
438,75,2023-02-08,102,2,5.64,8
328,39,2023-05-01,93,4,7.06,8
284,71,2023-03-15,89,3,5.92,2
122,22,2023-06-16,110,6,9.83,70
335,47,2023-12-26,104,5,2.7,29
494,32,2023-10-23,111,5,4.53,23
439,70,2023-04-15,109,4,3.4,31
164,72,2023-06-07,95,5,5.58,46
137,54,2023-03-04,88,3,6.67,11
251,93,2023-11-27,109,1,1.04,35
238,95,2023-09-10,97,8,4.41,43
113,21,2023-07-21,94,3,7.67,7
149,32,2023-01-11,81,2,5.49,5
293,43,2023-05-14,117,8,9.74,12
444,33,2023-10-23,102,5,3.17,89
416,100,2023-09-13,79,5,4.44,2
313,92,2023-03-01,88,3,3.53,10
93,58,2023-11-06,98,5,5.39,3
423,75,2023-08-13,114,2,5.81,11
2,24,2023-10-20,85,5,2.78,0
90,57,2023-02-05,109,9,14.08,93
83,8,2023-06-19,98,4,8.58,7
127,86,2023-11-02,91,2,2.53,13
240,98,2023-09-27,91,7,14.69,88
467,64,2023-02-27,116,10,6.28,129
110,63,2023-12-29,101,6,16.19,28
459,42,2023-03-12,98,7,5.75,45
297,72,2023-09-23,101,6,14.59,84
125,17,2023-03-18,93,9,22.81,95
15,87,2023-02-20,106,6,14.21,85
69,47,2023-07-23,102,6,7.21,5
374,93,2023-01-28,108,4,8.44,31
281,25,2023-03-30,102,3,3.39,15
20,6,2023-05-16,111,1,2.19,8
390,71,2023-09-08,93,5,3.03,13
311,88,2023-08-27,97,2,5.14,0
266,65,2023-09-17,106,3,2.97,15
443,73,2023-08-13,94,7,5.91,33
179,88,2023-04-18,121,3,5.66,48
355,95,2023-12-27,91,2,2.81,0
450,48,2023-12-08,97,9,22.91,77
264,46,2023-04-05,91,5,9.01,18
122,82,2023-10-01,85,2,3.11,0
202,8,2023-01-21,112,9,23.92,62
104,3,2023-05-23,104,3,5.89,7
155,31,2023-07-18,98,5,3.67,69
331,11,2023-10-21,90,9,24.25,50
438,74,2023-06-14,107,5,5.93,8
57,59,2023-02-04,107,6,12.79,44
178,21,2023-04-18,108,4,4.64,15
447,94,2023-10-20,80,2,2.36,15
461,12,2023-01-12,78,7,14.31,43
399,20,2023-11-26,109,6,7.64,8
296,22,2023-10-28,90,6,16.14,16
384,45,2023-12-06,96,6,6.8,10
13,12,2023-06-05,101,6,10.57,3
102,62,2023-05-22,89,3,1.88,19
335,95,2023-09-19,105,5,14.62,3
99,8,2023-11-10,100,1,1.53,7
422,26,2023-01-03,99,6,14.49,48
296,54,2023-08-29,106,6,11.26,25
43,27,2023-12-18,90,3,5.52,4
304,64,2023-02-17,110,6,10.35,6
312,15,2023-03-16,95,8,12.51,35
204,7,2023-11-21,117,4,5.81,9
78,94,2023-03-19,106,7,19.06,14
60,27,2023-03-22,87,3,5.5,15
61,88,2023-12-25,97,4,5.07,43
492,59,2023-07-29,87,8,8.18,6
239,97,2023-12-05,101,6,9.79,30
72,7,2023-02-28,93,3,6.28,43
311,99,2023-12-11,97,2,5.82,14
46,15,2023-02-27,117,5,4.04,66
196,52,2023-02-23,100,5,3.83,9
67,24,2023-01-22,104,3,5.33,14
62,80,2023-01-17,90,8,4.55,0
229,18,2023-06-25,95,5,13.68,16
339,96,2023-09-28,90,5,6.65,33
390,57,2023-05-08,106,2,1.06,4
102,80,2023-04-20,83,3,6.5,6
19,38,2023-10-20,111,3,4.29,8
99,56,2023-07-14,104,5,9.98,7
173,27,2023-10-02,112,6,7.61,17
7,85,2023-04-02,91,4,7.47,0
234,84,2023-12-07,104,4,6.13,11
416,39,2023-09-24,91,4,8.12,19
54,20,2023-05-25,103,7,17.72,18
91,13,2023-02-16,104,2,3.4,23
146,3,2023-10-13,104,3,4.9,7
350,51,2023-11-17,109,6,16.67,66
269,18,2023-06-22,112,9,22.62,85
441,2,2023-10-23,92,6,11.45,11
341,42,2023-03-10,105,2,2.77,2
77,77,2023-05-27,105,1,1.78,8
193,17,2023-01-09,105,8,23.29,13
431,76,2023-04-10,91,2,5.37,26
359,47,2023-06-29,104,6,8.66,29
370,49,2023-02-03,111,3,4.97,7
415,95,2023-12-02,108,4,9.06,12
1,28,2023-12-08,92,2,1.09,1
292,77,2023-06-26,89,5,8.11,5
66,100,2023-12-22,87,5,6.3,6
299,64,2023-01-09,83,2,4.71,4
398,13,2023-04-28,101,2,4.77,11
497,59,2023-03-02,97,3,7.15,13
73,36,2023-04-08,83,7,11.42,13
218,46,2023-10-09,104,5,10.87,48
168,70,2023-07-07,106,7,19.22,22
199,40,2023-03-08,89,3,4.35,24
109,4,2023-05-13,97,5,10.89,42
483,10,2023-03-21,97,5,4.01,0
14,19,2023-09-04,109,5,10.79,12
477,7,2023-08-05,78,2,5.89,13
64,47,2023-11-11,99,2,5.06,29
83,62,2023-04-29,96,2,4.86,6
286,64,2023-05-23,111,6,4.77,2
31,22,2023-11-03,87,5,4.57,12
318,8,2023-08-15,108,9,25.08,36
369,93,2023-02-13,104,4,5.65,2
221,55,2023-10-30,118,2,3.75,4
12,53,2023-04-27,110,6,5.49,24
67,17,2023-05-25,94,5,10.48,102
272,84,2023-02-24,105,8,20.57,31
176,41,2023-05-14,100,6,13.71,2
488,21,2023-12-17,107,3,7.87,17
324,83,2023-01-04,97,3,1.57,6
114,90,2023-12-30,88,6,4.72,2
444,37,2023-01-17,115,2,1.4,11
128,8,2023-03-05,96,4,11.68,23
9,79,2023-07-05,77,4,3.42,0
465,52,2023-09-12,83,5,3.66,27
289,99,2023-11-24,103,7,20.01,118
232,48,2023-08-05,98,4,7.08,3
458,40,2023-11-15,105,4,4.08,55
34,48,2023-08-15,88,2,4.25,3
303,87,2023-06-28,91,5,11.76,101
191,37,2023-08-06,106,5,9.94,22
432,23,2023-05-07,91,3,5.17,4
129,62,2023-02-24,94,2,1.06,1
71,33,2023-08-25,89,6,9.7,19
223,1,,104,0,0.0,0
23,72,,86,0,0.0,0
394,16,2023-09-21,112,5,7.98,15
63,5,2023-04-17,94,5,8.55,15
14,95,2023-07-31,119,3,4.78,5
284,30,2023-02-21,81,3,6.0,3
231,52,2023-05-22,72,2,2.74,17
391,12,2023-09-08,93,6,16.03,20
83,55,2023-09-22,93,1,2.81,10
22,70,2023-01-07,101,1,3.0,7
265,13,2023-12-10,95,5,14.84,30
188,58,2023-02-24,83,2,5.56,4
76,76,2023-01-16,107,3,6.6,27
445,93,2023-02-25,90,5,12.45,24
499,44,2023-12-27,84,7,18.69,30
32,60,2023-02-13,99,3,8.8,6
101,66,2023-01-22,95,3,5.83,8
210,58,2023-02-22,90,2,5.17,3
127,7,2023-08-25,100,5,12.45,113
365,30,2023-06-20,94,4,11.99,33
41,7,2023-05-28,97,3,7.16,27
185,68,2023-05-22,105,6,8.23,40
252,39,2023-04-13,104,7,9.83,4
411,52,2023-03-31,98,8,18.17,0
59,91,2023-04-11,73,4,3.84,5
13,3,2023-10-17,96,7,12.25,11
223,24,2023-06-28,94,2,4.59,1
273,68,2023-12-13,99,4,5.46,41
182,58,2023-08-07,102,7,10.77,34
361,55,2023-11-02,86,3,3.63,2
130,64,2023-01-16,96,5,6.31,39
105,16,2023-10-15,101,4,10.14,19
3,43,2023-04-12,113,5,3.91,6
344,100,2023-04-13,97,5,6.63,34
311,52,2023-03-22,103,6,6.17,12
422,57,2023-05-11,94,3,4.26,23
430,56,2023-07-21,100,6,12.43,1
224,20,2023-02-10,99,10,12.25,26
181,75,2023-02-02,82,3,5.61,12
269,31,2023-03-12,103,5,12.53,67
359,61,2023-01-10,93,4,2.26,42
17,8,2023-05-17,92,2,3.77,0
207,54,2023-08-06,94,4,8.2,4
52,40,2023-06-19,110,1,1.81,0
321,76,2023-01-13,106,7,11.73,29
387,9,2023-03-01,90,5,5.69,12
26,58,2023-10-29,99,7,19.94,19
249,86,2023-08-28,117,4,3.73,12
64,33,2023-01-20,101,4,6.31,23
11,96,2023-12-02,83,7,16.86,7
135,75,2023-05-01,84,8,20.38,33
279,99,2023-10-10,88,6,17.03,28
35,92,2023-10-16,100,9,18.63,13
388,90,2023-12-29,104,5,8.78,33
324,90,2023-05-19,105,6,9.11,84
294,1,2023-06-11,130,8,5.5,6
128,86,2023-12-29,101,5,13.37,5
34,41,2023-03-30,94,8,5.86,65
22,33,2023-11-09,104,7,16.24,5
312,65,2023-01-20,100,3,4.97,1
414,76,2023-06-02,94,5,4.27,12
332,77,2023-09-12,93,6,4.42,92
476,51,2023-11-07,107,5,4.72,81
271,64,2023-11-24,100,4,7.19,27
115,83,2023-02-03,77,2,1.73,0
102,60,2023-10-30,104,9,14.42,14
225,88,2023-03-03,104,8,7.57,1
417,54,2023-07-15,109,4,8.71,29
309,72,2023-05-30,112,2,3.55,19
53,53,2023-07-15,91,3,1.6,34
490,13,2023-03-18,87,3,3.58,42
111,63,2023-05-27,105,7,9.47,29
488,7,2023-09-06,93,5,5.54,57
246,74,2023-05-17,102,2,5.55,30
128,30,2023-03-31,102,4,4.68,17
391,42,2023-08-12,87,2,4.73,3
94,27,2023-12-19,91,6,13.9,7
496,66,2023-12-09,95,6,13.69,9
303,77,2023-05-29,109,5,6.09,3
299,73,2023-02-28,98,5,11.56,80
313,58,2023-01-08,83,4,3.7,2
35,92,2023-05-16,99,7,20.96,52
85,56,2023-12-05,91,5,8.14,68
72,4,2023-04-20,106,1,2.66,7
240,7,2023-09-21,94,2,1.25,11
236,70,2023-03-29,90,7,9.61,16
55,12,2023-07-30,95,1,1.63,14
29,21,2023-12-05,117,6,15.84,21
341,85,2023-01-15,89,7,3.84,10
323,85,2023-11-18,93,3,4.38,42
133,13,2023-10-07,86,2,5.57,1
484,11,2023-05-01,102,1,0.71,6
190,88,2023-12-26,90,4,8.57,12
385,79,2023-10-20,121,4,7.36,11
263,77,2023-09-16,111,4,11.14,9
454,100,2023-10-27,102,6,5.91,20
230,19,2023-02-27,94,5,9.7,35
43,57,2023-01-12,113,7,9.93,34
375,69,2023-09-15,112,6,10.2,46
321,76,2023-05-29,106,4,9.04,18
476,85,2023-09-18,99,4,2.1,3
16,10,2023-10-07,80,6,15.69,51
476,52,2023-05-14,91,7,16.8,0
156,69,2023-03-12,99,4,6.36,44
83,98,2023-03-03,105,5,12.72,8
232,46,2023-09-25,103,5,2.81,47
263,95,2023-04-30,77,3,6.19,19
293,57,2023-09-17,83,6,13.68,53
192,57,2023-01-06,105,4,7.9,32
277,23,2023-02-01,89,6,10.99,34
416,4,2023-05-13,94,1,2.86,14
277,6,2023-08-03,91,1,1.08,2
243,41,2023-08-31,92,6,4.22,35
342,12,2023-04-03,101,6,4.29,5
432,25,2023-07-14,106,7,7.28,93
289,11,2023-06-03,106,7,14.78,76
305,52,2023-02-16,111,4,2.65,4
392,83,2023-12-09,95,4,9.72,36
44,21,2023-09-19,88,4,11.83,43
457,64,2023-12-12,114,5,14.92,4
419,76,2023-05-19,102,4,10.91,17
406,22,2023-11-04,108,5,12.4,88
344,55,2023-10-14,100,2,2.16,4
463,65,2023-03-19,87,2,3.62,1
238,93,2023-07-20,107,6,16.24,2
297,86,2023-09-02,78,6,11.94,10
341,82,2023-01-26,120,7,19.05,51
137,6,2023-10-29,93,7,6.66,6
182,30,2023-03-02,88,2,5.19,17
133,12,2023-10-25,88,5,5.95,6
217,15,2023-07-01,92,4,4.78,0
219,6,2023-09-11,116,5,14.29,8
461,71,2023-11-25,105,4,10.45,30
128,23,2023-09-07,94,4,9.6,2
146,87,2023-12-20,105,3,7.97,0
284,72,2023-04-25,105,5,5.05,64
171,93,2023-07-13,96,5,9.18,5
182,14,2023-08-24,105,1,1.7,3
298,85,2023-12-10,93,5,6.87,26
329,51,2023-04-04,125,8,8.95,57
150,82,2023-01-24,104,8,8.67,18
454,78,2023-08-04,83,6,9.09,13
360,82,2023-05-25,105,4,5.66,14
428,79,2023-07-12,99,5,14.07,0
197,70,2023-05-08,105,9,19.02,44
369,34,2023-11-10,108,6,10.79,17
220,4,2023-05-17,83,3,6.93,38
232,66,2023-06-09,91,15,33.42,163
78,9,2023-08-16,88,6,5.27,5
6,20,2023-10-15,94,9,12.67,64
174,14,2023-07-17,110,6,4.62,15
73,21,2023-07-02,129,6,14.86,32
297,98,2023-05-05,104,1,2.43,10
423,81,2023-07-28,95,4,8.44,50
141,70,2023-10-07,103,3,3.08,52
65,1,2023-09-15,114,6,8.44,18
496,74,2023-04-24,112,4,5.16,6
137,69,2023-07-24,109,9,22.88,10
273,90,2023-09-14,109,4,5.63,71
117,79,2023-01-22,99,5,7.14,39
451,56,2023-03-12,112,4,7.08,7
133,51,2023-09-03,109,7,14.31,11
78,97,2023-09-27,95,3,6.88,7
228,78,2023-10-22,106,3,5.24,21
35,55,2023-01-12,94,3,2.52,6
320,9,2023-02-15,97,4,2.81,20
154,10,2023-04-20,99,7,6.2,85
425,15,2023-10-28,95,8,19.22,3
459,97,2023-05-08,102,5,11.79,17
184,85,2023-11-04,82,1,1.37,3
328,21,2023-04-15,104,3,8.49,15
366,53,2023-02-25,114,6,11.4,6
120,28,2023-09-01,92,4,10.35,2
369,53,2023-01-01,116,7,8.09,43
175,24,2023-05-08,98,4,10.36,0
23,33,2023-06-14,106,6,5.88,10
285,66,,100,0,0.0,0
206,43,2023-12-25,98,2,5.63,0
12,22,2023-07-04,75,1,1.72,7
465,36,2023-06-04,93,6,16.62,4
254,19,2023-05-15,87,3,5.17,9
64,79,2023-02-19,92,4,5.66,2
220,41,2023-11-29,103,7,19.32,50
17,25,2023-12-23,92,8,19.8,60
149,36,2023-01-15,107,8,6.86,17
404,73,2023-08-02,95,4,6.6,16
206,9,2023-08-29,97,6,14.86,19
387,95,2023-09-05,104,2,3.12,0
460,96,2023-02-03,105,3,5.57,34
396,67,2023-03-06,110,5,14.43,11
359,34,2023-11-01,84,5,7.29,5
276,74,2023-10-07,110,6,5.31,6
323,6,2023-10-07,87,6,13.98,9
278,94,2023-01-02,112,3,7.87,4
444,52,2023-08-25,106,2,4.05,2
427,71,2023-03-16,95,7,14.25,12
50,35,2023-02-10,99,2,2.66,17
227,35,2023-07-31,97,2,4.89,1
265,14,2023-04-26,113,9,12.68,44
430,42,2023-11-15,112,4,11.08,9
95,51,2023-11-17,106,6,4.1,37
193,34,2023-10-07,95,3,6.21,6
217,79,2023-12-06,97,3,7.89,20
276,80,2023-05-08,102,6,3.27,48
358,75,2023-07-22,94,3,8.72,22
357,80,2023-10-09,87,5,12.77,12
226,40,2023-09-17,97,4,2.41,26
196,73,2023-06-09,104,4,5.21,27
353,12,2023-06-17,107,7,16.76,10
175,76,2023-05-14,85,2,5.91,20
161,85,2023-01-26,101,5,11.68,35
57,16,2023-11-11,82,5,3.01,9
70,93,2023-11-03,100,3,1.61,36
348,24,2023-01-30,79,2,4.71,12
433,88,2023-09-02,110,6,9.11,30
185,32,2023-12-23,86,2,5.31,7
476,49,2023-12-22,101,7,11.87,19
23,45,2023-02-28,94,3,1.5,30
37,61,,108,0,0.0,0
217,88,2023-02-01,109,8,5.92,18
117,77,2023-10-03,119,5,5.75,18
386,99,2023-10-12,93,8,20.98,20
414,51,2023-04-17,96,6,13.93,3
216,41,2023-05-08,95,8,6.35,108
211,91,2023-11-28,109,2,1.1,4
65,13,2023-09-21,106,7,15.23,29
297,34,2023-06-17,117,7,13.96,90
191,77,2023-01-29,100,4,4.19,4
195,63,2023-01-04,99,3,3.66,28
26,4,2023-11-01,95,3,4.82,1
336,84,2023-10-21,110,10,28.23,28
155,18,2023-06-02,97,7,11.84,151
272,75,2023-05-09,101,5,11.48,0
92,7,2023-05-31,97,6,17.36,29
472,49,2023-07-12,106,6,11.16,42
350,36,2023-10-13,112,11,28.28,7
315,56,2023-08-09,100,9,13.05,58
255,53,2023-01-26,97,7,19.81,24
168,56,2023-05-15,99,3,2.64,17
83,2,2023-06-09,94,8,23.13,5
162,55,2023-07-06,91,2,1.79,4
251,97,2023-08-15,111,7,11.72,26
175,69,2023-01-15,104,2,2.12,32
293,58,2023-06-07,95,4,4.91,1
394,41,2023-04-24,91,3,6.36,1
99,65,2023-11-08,108,2,2.2,16
15,55,2023-03-08,88,5,11.75,25
125,48,2023-05-13,98,6,15.1,1
410,52,2023-07-15,96,5,3.92,67
402,17,2023-11-21,101,7,6.85,4
95,99,2023-08-03,112,1,2.84,3
173,90,2023-05-29,94,7,5.43,15
28,14,2023-07-23,95,6,9.0,32
324,43,2023-11-06,97,11,20.23,245
312,45,2023-04-28,108,7,6.32,26
474,7,2023-01-05,103,3,8.07,40
356,87,2023-08-06,84,3,2.11,47
83,24,2023-03-02,97,5,5.16,27
90,20,2023-05-31,76,7,20.19,23
93,98,2023-08-20,89,7,4.73,4
220,62,2023-12-22,115,3,2.54,32
337,61,2023-06-09,100,8,20.91,0
206,18,2023-06-11,102,5,5.99,9
314,9,2023-07-19,103,4,3.08,69
15,14,2023-02-10,89,2,4.44,0
91,36,2023-12-30,91,3,5.5,1
52,12,2023-07-10,90,1,0.78,1
467,65,2023-05-09,93,7,4.66,69
274,67,2023-11-24,111,2,1.25,8
199,8,2023-01-04,105,5,4.68,45
390,69,2023-01-08,97,8,15.35,51
56,61,2023-10-29,97,8,12.74,11
265,51,2023-09-04,95,2,2.79,6
365,64,2023-10-14,104,9,24.83,72
66,26,2023-02-10,86,4,9.65,2
89,74,2023-11-01,104,6,9.53,35
452,46,2023-08-16,88,7,9.26,148
477,2,2023-05-20,76,3,8.97,69
229,18,2023-07-29,92,6,16.35,32
406,34,2023-03-26,113,6,13.5,6
327,55,2023-02-08,115,5,8.75,4
76,94,2023-02-26,124,8,10.83,34
471,22,2023-01-28,77,3,6.58,22
105,68,2023-05-09,107,4,4.3,1
118,95,2023-09-03,88,5,13.8,4
176,30,2023-08-09,108,9,22.46,86
178,90,2023-10-29,104,4,4.09,48
374,50,2023-09-30,107,8,10.98,14
25,60,2023-10-11,104,5,5.69,80
180,82,2023-03-28,122,5,3.07,47
189,34,2023-09-21,114,8,18.07,27
90,40,2023-03-07,96,3,5.72,2
64,86,2023-10-13,89,5,14.93,55
356,97,2023-04-30,106,5,6.23,11
258,42,2023-05-10,83,2,4.81,2
186,97,2023-05-18,85,1,0.73,5
25,5,2023-12-13,104,8,18.04,14
484,55,2023-05-11,92,6,5.23,12
157,84,2023-07-08,91,3,8.82,20
147,84,,109,0,0.0,0
174,95,2023-03-16,93,1,2.69,4
446,26,2023-02-09,85,6,7.34,6
58,18,2023-04-10,110,8,4.87,27
79,92,2023-08-18,89,11,16.84,5
147,99,2023-10-03,94,6,6.48,92
315,98,2023-09-09,104,5,8.14,42
350,80,2023-02-13,95,7,15.31,10
231,57,2023-07-23,116,11,27.94,163
392,27,2023-05-05,91,2,1.68,3
341,38,2023-11-27,123,5,14.43,33
329,87,2023-03-27,108,12,15.75,66
251,22,2023-01-16,112,6,8.63,8
99,72,2023-10-03,103,7,12.42,15
195,88,2023-03-28,87,4,4.94,18
420,10,2023-09-01,98,5,14.17,18
182,92,2023-01-07,114,6,8.5,15
336,70,2023-02-01,119,3,7.73,12
411,9,2023-11-07,93,5,9.9,43
402,50,2023-05-07,97,7,18.27,10
424,6,2023-05-11,95,7,17.33,30
169,92,2023-11-22,111,9,26.72,30
100,5,2023-07-17,90,7,18.13,14
312,30,2023-06-16,77,4,2.86,31
369,70,2023-09-15,93,2,5.3,13
425,19,2023-05-17,97,3,8.89,23
320,30,2023-06-19,109,1,1.96,0
435,30,2023-06-06,109,4,2.74,110
7,5,2023-12-25,124,5,7.38,8
404,82,2023-02-23,119,10,26.86,70
264,9,2023-07-22,106,6,5.83,31
226,61,2023-09-16,100,4,11.17,65
147,66,2023-02-04,107,1,1.7,40
432,55,2023-06-26,104,4,2.27,50
89,36,2023-05-11,91,5,4.48,5
131,86,2023-07-04,95,1,1.52,5
134,34,2023-08-07,89,4,4.87,20
28,69,2023-04-18,131,10,15.83,54
420,69,2023-07-05,112,3,2.55,23
353,9,2023-09-01,91,4,5.04,30
309,80,2023-04-22,107,4,4.26,14
231,91,2023-10-10,110,10,5.39,320
55,2,2023-11-25,106,4,7.08,31
352,84,2023-12-09,108,4,8.63,54
165,31,2023-11-26,98,8,17.66,19
306,16,2023-03-17,79,3,2.03,14
275,59,2023-09-15,95,4,9.17,6
263,85,2023-05-11,83,1,2.24,16
448,69,2023-07-17,105,3,3.25,3
412,80,2023-10-18,94,7,18.99,33
297,55,2023-10-28,80,3,4.74,6
271,66,2023-03-21,89,7,9.86,8
454,98,2023-12-20,100,5,5.61,22
307,8,2023-06-06,103,3,4.98,49
162,62,2023-10-24,118,4,9.57,23
360,18,2023-09-03,103,6,10.79,16
54,36,2023-08-19,113,4,2.28,0
349,18,2023-05-10,82,2,2.33,12
193,30,2023-01-19,125,6,17.87,80
415,12,2023-11-03,96,3,2.67,9
277,96,2023-07-15,95,3,7.02,5
364,33,2023-03-31,103,6,5.63,9
138,17,2023-04-15,92,2,3.59,0
426,72,2023-11-29,95,4,4.8,19
116,76,2023-08-19,107,4,8.4,67
84,67,2023-05-01,91,7,11.58,13
122,73,2023-02-22,105,4,4.58,5
78,15,2023-11-27,89,8,11.7,2
338,71,2023-09-13,107,7,14.84,82
16,51,2023-03-22,87,3,5.19,38
484,73,2023-04-18,116,4,9.3,9
89,67,2023-09-21,119,3,7.82,18
474,7,2023-12-31,110,8,17.55,42
296,72,2023-04-19,102,4,3.33,15
86,19,2023-03-04,108,4,8.97,6
23,15,2023-01-08,89,2,2.72,5
95,30,2023-03-31,99,8,17.17,17
456,1,2023-01-09,96,1,2.82,1
33,89,2023-09-25,106,7,6.4,26
198,60,2023-08-11,83,4,3.58,25
195,15,2023-01-24,95,4,4.35,60
466,4,2023-09-18,96,8,11.87,17
431,81,2023-11-02,110,4,11.15,15
344,72,2023-12-13,102,7,19.94,56
247,92,2023-07-17,119,2,1.59,21
63,2,2023-10-08,112,5,4.93,1
43,38,2023-04-07,108,9,11.18,71
191,50,2023-02-17,80,3,1.73,15
148,8,2023-05-01,121,4,9.04,40
460,71,,90,0,0.0,0
476,41,2023-11-29,96,5,4.28,15
125,83,2023-02-13,96,7,7.02,49
302,66,2023-01-25,99,6,3.66,2
403,62,2023-05-22,95,4,8.77,0
216,97,2023-10-09,125,5,13.82,0
329,18,2023-04-10,86,4,7.18,2
162,40,2023-07-29,82,3,8.41,7
444,76,2023-06-11,108,2,3.77,17
427,87,2023-02-20,115,4,3.1,22
18,1,2023-04-12,93,5,13.24,20
376,99,2023-01-09,108,5,2.74,23
235,97,2023-07-26,101,6,12.41,1
469,24,2023-01-02,115,8,13.59,68
190,36,2023-06-18,99,4,9.44,5
488,96,2023-10-29,107,7,8.64,11
195,57,2023-02-08,110,7,19.67,5
170,3,2023-12-19,93,3,3.96,17
24,56,2023-08-10,93,5,4.92,11
498,86,2023-07-19,94,5,5.35,5
217,35,2023-02-17,90,4,5.94,32
38,2,2023-11-28,99,8,11.46,44
202,48,,105,0,0.0,0
445,12,2023-12-29,109,6,12.18,0
47,91,2023-04-26,98,3,7.88,16
145,1,2023-08-17,95,6,7.22,13
278,42,2023-02-21,100,4,11.92,26
205,79,2023-10-30,93,4,10.6,7
138,99,2023-11-13,90,9,12.58,11
241,6,2023-09-25,100,3,6.12,1
315,2,2023-07-08,100,5,6.51,21
396,72,2023-04-10,83,3,4.79,7
221,54,2023-10-08,104,5,4.77,21
104,38,2023-10-11,129,3,3.48,7
73,49,2023-10-01,94,5,5.58,74
372,73,2023-10-17,87,3,2.08,20
319,52,2023-03-23,94,6,6.56,21
199,78,2023-08-24,100,1,1.29,10
402,2,2023-09-28,92,5,6.32,15
120,70,2023-08-10,110,5,5.98,39
286,72,2023-09-24,107,4,9.89,8
460,82,2023-10-17,97,3,4.06,24
61,61,2023-09-28,100,3,2.83,0
350,85,2023-11-25,97,10,14.95,77
249,79,2023-02-07,91,5,2.55,0
187,4,2023-07-09,88,4,8.86,7
412,76,2023-08-08,92,3,6.59,40
93,47,2023-08-21,92,9,10.59,14
433,10,2023-10-19,99,11,6.68,33
233,49,2023-01-12,101,5,14.84,52
355,77,,94,0,0.0,0
65,3,2023-02-14,106,7,8.98,91
68,56,2023-12-26,98,5,14.72,33
392,46,2023-08-21,107,5,6.13,0
435,81,2023-09-25,106,5,6.06,5
296,72,2023-04-06,81,1,1.85,0
195,2,2023-06-04,94,2,5.52,8
41,71,2023-01-03,103,8,20.57,59
390,74,2023-07-08,113,5,14.67,30
479,18,2023-02-07,96,6,8.42,52
402,60,2023-07-04,88,3,2.65,29
172,66,2023-06-10,92,3,8.5,3
498,16,2023-08-24,111,5,3.42,10
250,59,2023-05-29,96,9,8.32,17
362,12,2023-12-10,102,6,9.05,89
383,18,2023-09-07,104,6,15.58,48
152,50,2023-11-05,93,4,5.88,7
95,10,2023-02-19,108,4,3.42,2
278,87,2023-11-27,93,9,16.08,18
283,19,2023-05-24,111,3,4.09,8
48,78,2023-12-31,101,3,4.88,38
